tx,ty,tile_id,bx_global,by_global,dominant_texture,dominant_pct,n_textures,tex_1,pct_1,tex_2,pct_2,tex_3,pct_3,tex_4,pct_4,tex_5,pct_5,tex_6,pct_6,tex_7,pct_7
27,17,571,111,69,Crop_Field_01,40.26,5,Crop_Field_01,40.26,ForestDeciduous_02,26.99,Grass_03,22.15,Dirt_01,6.29,Grass_01,4.3,,,,
27,17,571,108,70,Grass_03,52.16,4,Grass_03,52.16,Asphalt_01,26.76,Grass_02,10.97,Dirt_01,10.11,,,,,,
27,17,571,109,70,Grass_03,55.31,5,Grass_03,55.31,Asphalt_01,27.84,ZI_Crop_Field_04,13.55,Concrete_01,1.69,Cobblestone_01_Wave,1.61,,,,
27,17,571,110,70,Grass_03,74.58,5,Grass_03,74.58,Dirt_01,14.25,Crop_Field_02,5.3,ZI_Crop_Field_01,3.33,ZI_Crop_Field_03,2.54,,,,
27,17,571,111,70,Grass_03,52.22,5,Grass_03,52.22,ForestDeciduous_02,23.62,Grass_01,9.21,Dirt_01,8.73,Grass_02,6.23,,,,
27,17,571,108,71,Grass_03,46.29,5,Grass_03,46.29,Grass_02,31.24,ZI_Crop_Field_02,14.33,Dirt_01,6.67,Asphalt_01,1.46,,,,
27,17,571,109,71,Grass_03,65.58,4,Grass_03,65.58,Asphalt_01,13.07,Grass_02,12.39,Dirt_01,8.7,,,,,,
27,17,571,110,71,Grass_03,34.38,4,Grass_03,34.38,ZI_Crop_Field_02,32.24,Crop_Field_02,28.74,Dirt_01,4.45,,,,,,
27,17,571,111,71,Grass_03,40.03,5,Grass_03,40.03,ZI_Crop_Field_03,30.01,Dirt_01,19.49,Grass_02,5.81,ZI_Crop_Field_02,4.66,,,,
28,17,572,112,68,Grass_03,35.53,4,Grass_03,35.53,Crop_Field_01,31.99,ForestDeciduous_02,31.42,Dirt_01,1.06,,,,,,
28,17,572,113,68,Grass_03,54.71,3,Grass_03,54.71,ForestDeciduous_02,44.37,Dirt_01,0.92,,,,,,,,
28,17,572,114,68,ForestDeciduous_02,61.27,4,ForestDeciduous_02,61.27,Grass_03,32.02,Asphalt_01,4.1,Dirt_01,2.51,,,,,,
28,17,572,115,68,ForestDeciduous_02,85.11,3,ForestDeciduous_02,85.11,Grass_03,13.71,Crop_Field_02,1.18,,,,,,,,
28,17,572,112,69,ForestDeciduous_02,99.78,1,ForestDeciduous_02,99.78,,,,,,,,,,,,
28,17,572,113,69,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
28,17,572,114,69,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
28,17,572,115,69,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
28,17,572,112,70,ForestDeciduous_02,98.62,2,ForestDeciduous_02,98.62,Grass_03,1.35,,,,,,,,,,
28,17,572,113,70,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
28,17,572,114,70,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
28,17,572,115,70,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
28,17,572,112,71,Grass_03,49.85,3,Grass_03,49.85,ForestDeciduous_02,45.89,Dirt_01,4.03,,,,,,,,
28,17,572,113,71,ForestDeciduous_02,91.67,3,ForestDeciduous_02,91.67,Grass_03,6.21,Dirt_01,2.12,,,,,,,,
28,17,572,114,71,ForestDeciduous_02,98.84,2,ForestDeciduous_02,98.84,Grass_03,1.04,,,,,,,,,,
28,17,572,115,71,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
29,17,573,116,68,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
29,17,573,117,68,ForestDeciduous_02,99.98,1,ForestDeciduous_02,99.98,,,,,,,,,,,,
29,17,573,118,68,ForestDeciduous_02,92.81,2,ForestDeciduous_02,92.81,Grass_03,7.14,,,,,,,,,,
29,17,573,119,68,ForestDeciduous_02,88.2,3,ForestDeciduous_02,88.2,Grass_03,7.63,Dirt_01,4.18,,,,,,,,
29,17,573,116,69,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
29,17,573,117,69,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
29,17,573,118,69,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
29,17,573,119,69,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
29,17,573,116,70,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
29,17,573,117,70,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
29,17,573,118,70,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
29,17,573,119,70,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
29,17,573,116,71,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
29,17,573,117,71,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
29,17,573,118,71,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
29,17,573,119,71,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
30,17,574,120,68,ForestDeciduous_02,75.2,3,ForestDeciduous_02,75.2,Grass_03,18.91,Dirt_01,5.89,,,,,,,,
30,17,574,121,68,ForestDeciduous_02,60.93,3,ForestDeciduous_02,60.93,Grass_03,32.28,Dirt_01,6.79,,,,,,,,
30,17,574,122,68,Grass_03,56.43,5,Grass_03,56.43,Asphalt_01,31.0,Dirt_01,6.01,ForestDeciduous_02,5.0,Cobblestone_01_Wave,1.57,,,,
30,17,574,123,68,Asphalt_01,50.35,5,Asphalt_01,50.35,Grass_03,43.0,Dirt_01,3.16,Cobblestone_01_Wave,2.44,Rock_01,1.04,,,,
30,17,574,120,69,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
30,17,574,121,69,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
30,17,574,122,69,ForestDeciduous_02,67.23,3,ForestDeciduous_02,67.23,Asphalt_01,16.46,Grass_03,16.2,,,,,,,,
30,17,574,123,69,ForestDeciduous_02,36.55,5,ForestDeciduous_02,36.55,Asphalt_01,34.89,Grass_03,17.86,Grass_02,6.49,Dirt_01,4.22,,,,
30,17,574,120,70,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
30,17,574,121,70,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
30,17,574,122,70,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
30,17,574,123,70,ForestDeciduous_02,91.46,2,ForestDeciduous_02,91.46,Rock_01,8.54,,,,,,,,,,
30,17,574,120,71,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
30,17,574,121,71,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
30,17,574,122,71,ForestDeciduous_02,100.0,1,ForestDeciduous_02,100.0,,,,,,,,,,,,
30,17,574,123,71,ForestDeciduous_02,74.86,2,ForestDeciduous_02,74.86,Rock_01,25.14,,,,,,,,,,
31,17,575,124,68,Grass_03,40.86,5,Grass_03,40.86,ForestDeciduous_02,36.91,Grass_02,9.36,Asphalt_01,8.6,Dirt_01,4.27,,,,
31,17,575,125,68,ForestDeciduous_02,97.57,3,ForestDeciduous_02,97.57,Dirt_01,1.12,Grass_03,0.93,,,,,,,,
31,17,575,126,68,Rock_01,53.24,3,Rock_01,53.24,ForestDeciduous_02,36.55,Grass_03,9.88,,,,,,,,
31,17,575,127,68,SeaBed_01,98.82,2,SeaBed_01,98.82,Rock_01,1.18,,,,,,,,,,
31,17,575,124,69,ForestDeciduous_02,50.46,5,ForestDeciduous_02,50.46,Rock_01,25.79,Grass_03,15.95,Asphalt_01,4.84,Grass_02,2.95,,,,
31,17,575,125,69,Rock_01,80.43,3,Rock_01,80.43,Grass_03,10.07,ForestDeciduous_02,9.51,,,,,,,,
31,17,575,126,69,Rock_01,79.26,2,Rock_01,79.26,SeaBed_01,20.58,,,,,,,,,,
31,17,575,127,69,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
31,17,575,124,70,Rock_01,97.59,2,Rock_01,97.59,ForestDeciduous_02,2.35,,,,,,,,,,
31,17,575,125,70,Rock_01,62.13,4,Rock_01,62.13,SeaBed_01,18.04,ForestDeciduous_02,17.9,Grass_03,1.93,,,,,,
31,17,575,126,70,SeaBed_01,86.01,2,SeaBed_01,86.01,Rock_01,13.99,,,,,,,,,,
31,17,575,127,70,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
31,17,575,124,71,Rock_01,89.28,3,Rock_01,89.28,SeaBed_01,7.56,Grass_03,3.15,,,,,,,,
31,17,575,125,71,SeaBed_01,99.77,1,SeaBed_01,99.77,,,,,,,,,,,,
31,17,575,126,71,SeaBed_01,99.88,1,SeaBed_01,99.88,,,,,,,,,,,,
31,17,575,127,71,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
0,18,576,0,72,Dirt_01,60.41,3,Dirt_01,60.41,Grass_03,34.01,SeaBed_01,5.32,,,,,,,,
0,18,576,1,72,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
0,18,576,2,72,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
0,18,576,3,72,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
0,18,576,0,73,Dirt_01,57.73,3,Dirt_01,57.73,Grass_03,39.26,SeaBed_01,3.01,,,,,,,,
0,18,576,1,73,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
0,18,576,2,73,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
0,18,576,3,73,Grass_03,99.99,1,Grass_03,99.99,,,,,,,,,,,,
0,18,576,0,74,Dirt_01,70.92,2,Dirt_01,70.92,Grass_03,29.01,,,,,,,,,,
0,18,576,1,74,Grass_03,99.99,1,Grass_03,99.99,,,,,,,,,,,,
0,18,576,2,74,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
0,18,576,3,74,Grass_03,83.04,2,Grass_03,83.04,Dirt_01,16.59,,,,,,,,,,
0,18,576,0,75,Dirt_01,91.98,3,Dirt_01,91.98,SeaBed_01,6.22,Grass_03,1.35,,,,,,,,
0,18,576,1,75,Dirt_01,50.41,2,Dirt_01,50.41,Grass_03,49.59,,,,,,,,,,
0,18,576,2,75,Grass_03,67.12,2,Grass_03,67.12,Dirt_01,32.88,,,,,,,,,,
0,18,576,3,75,Dirt_01,80.64,2,Dirt_01,80.64,Grass_03,19.36,,,,,,,,,,
1,18,577,4,72,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
1,18,577,5,72,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
1,18,577,6,72,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
1,18,577,7,72,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
1,18,577,4,73,Grass_03,96.03,3,Grass_03,96.03,Dirt_01,2.43,Heather_01,1.55,,,,,,,,
1,18,577,5,73,Grass_03,92.89,2,Grass_03,92.89,Dirt_01,7.11,,,,,,,,,,
1,18,577,6,73,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
1,18,577,7,73,Grass_03,99.79,1,Grass_03,99.79,,,,,,,,,,,,
1,18,577,4,74,Dirt_01,79.47,3,Dirt_01,79.47,Grass_03,19.8,Heather_01,0.73,,,,,,,,
1,18,577,5,74,Grass_03,65.8,3,Grass_03,65.8,Dirt_01,33.44,Heather_01,0.76,,,,,,,,
1,18,577,6,74,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
1,18,577,7,74,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
1,18,577,4,75,Dirt_01,100.0,1,Dirt_01,100.0,,,,,,,,,,,,
1,18,577,5,75,Dirt_01,94.83,2,Dirt_01,94.83,Grass_03,5.17,,,,,,,,,,
1,18,577,6,75,Grass_03,96.43,2,Grass_03,96.43,Dirt_01,3.57,,,,,,,,,,
1,18,577,7,75,Grass_03,63.37,4,Grass_03,63.37,ZI_Crop_Field_03,21.96,Crop_Field_02,7.75,Dirt_01,6.76,,,,,,
2,18,578,8,72,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
2,18,578,9,72,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
2,18,578,10,72,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
2,18,578,11,72,Grass_03,79.04,2,Grass_03,79.04,Dirt_01,20.5,,,,,,,,,,
2,18,578,8,73,Grass_03,87.65,2,Grass_03,87.65,Dirt_01,12.35,,,,,,,,,,
2,18,578,9,73,Grass_03,89.43,2,Grass_03,89.43,Dirt_01,10.57,,,,,,,,,,
2,18,578,10,73,Grass_03,88.19,2,Grass_03,88.19,Dirt_01,11.81,,,,,,,,,,
2,18,578,11,73,Grass_03,71.26,2,Grass_03,71.26,Dirt_01,28.74,,,,,,,,,,
2,18,578,8,74,Grass_03,99.69,1,Grass_03,99.69,,,,,,,,,,,,
2,18,578,9,74,Grass_03,88.6,3,Grass_03,88.6,Dirt_01,8.98,MountainGrass_01,2.42,,,,,,,,
2,18,578,10,74,Grass_03,90.04,2,Grass_03,90.04,Dirt_01,9.96,,,,,,,,,,
2,18,578,11,74,Grass_03,81.8,2,Grass_03,81.8,Dirt_01,18.2,,,,,,,,,,
2,18,578,8,75,Grass_03,81.77,3,Grass_03,81.77,Crop_Field_02,11.78,ZI_Crop_Field_03,6.45,,,,,,,,
2,18,578,9,75,Grass_03,99.98,1,Grass_03,99.98,,,,,,,,,,,,
2,18,578,10,75,Grass_03,88.8,2,Grass_03,88.8,Dirt_01,11.17,,,,,,,,,,
2,18,578,11,75,Grass_03,90.64,2,Grass_03,90.64,Dirt_01,9.36,,,,,,,,,,
3,18,579,12,72,Grass_03,70.2,4,Grass_03,70.2,Dirt_01,27.66,ForestConiferous_02,1.6,Grass_02,0.54,,,,,,
3,18,579,13,72,Grass_03,52.04,4,Grass_03,52.04,Dirt_01,24.0,Grass_02,22.03,ForestClearing_Coniferous_01,1.94,,,,,,
3,18,579,14,72,Grass_02,51.89,4,Grass_02,51.89,Grass_03,25.98,Dirt_01,13.8,ForestClearing_Coniferous_01,8.33,,,,,,
3,18,579,15,72,Grass_03,39.78,4,Grass_03,39.78,Grass_02,35.14,Dirt_01,22.2,Rock_01,2.88,,,,,,
3,18,579,12,73,Grass_03,70.89,2,Grass_03,70.89,Dirt_01,29.11,,,,,,,,,,
3,18,579,13,73,Grass_03,51.22,4,Grass_03,51.22,Dirt_01,24.11,Grass_02,16.93,ForestClearing_Coniferous_01,7.75,,,,,,
3,18,579,14,73,Grass_03,43.94,4,Grass_03,43.94,Dirt_01,28.45,Grass_02,22.72,ForestClearing_Coniferous_01,4.89,,,,,,
3,18,579,15,73,Grass_03,57.18,2,Grass_03,57.18,Dirt_01,42.78,,,,,,,,,,
3,18,579,12,74,Grass_03,69.84,2,Grass_03,69.84,Dirt_01,29.95,,,,,,,,,,
3,18,579,13,74,Grass_03,56.09,4,Grass_03,56.09,Dirt_01,33.72,Rock_01,7.32,Grass_02,2.84,,,,,,
3,18,579,14,74,Grass_03,53.76,3,Grass_03,53.76,Dirt_01,42.57,Grass_02,3.02,,,,,,,,
3,18,579,15,74,Grass_03,59.17,2,Grass_03,59.17,Dirt_01,40.38,,,,,,,,,,
3,18,579,12,75,Grass_03,75.35,2,Grass_03,75.35,Dirt_01,24.65,,,,,,,,,,
3,18,579,13,75,Grass_03,61.78,4,Grass_03,61.78,Dirt_01,31.06,Grass_02,4.6,Rock_01,2.57,,,,,,
3,18,579,14,75,Grass_03,52.95,4,Grass_03,52.95,Dirt_01,25.83,Grass_02,19.35,ForestConiferous_02,1.69,,,,,,
3,18,579,15,75,Grass_03,56.1,5,Grass_03,56.1,Dirt_01,32.88,Grass_02,3.92,ForestConiferous_02,3.84,Rock_01,3.27,,,,
4,18,580,16,72,Grass_03,60.34,4,Grass_03,60.34,Dirt_01,33.68,Rock_01,3.93,Grass_02,2.05,,,,,,
4,18,580,17,72,Grass_03,67.93,2,Grass_03,67.93,Dirt_01,32.07,,,,,,,,,,
4,18,580,18,72,Grass_03,53.03,5,Grass_03,53.03,Dirt_01,28.65,Grass_02,7.59,Rock_01,7.2,ForestConiferous_01_Base,3.53,,,,
4,18,580,19,72,Grass_03,62.04,4,Grass_03,62.04,Dirt_01,31.64,ForestConiferous_01_Base,5.21,Rock_01,1.11,,,,,,
4,18,580,16,73,Grass_03,59.41,2,Grass_03,59.41,Dirt_01,40.59,,,,,,,,,,
4,18,580,17,73,Grass_03,57.73,2,Grass_03,57.73,Dirt_01,42.27,,,,,,,,,,
4,18,580,18,73,Grass_03,65.96,2,Grass_03,65.96,Dirt_01,33.67,,,,,,,,,,
4,18,580,19,73,Grass_03,50.66,3,Grass_03,50.66,Dirt_01,26.57,ForestClearing_Coniferous_01,22.76,,,,,,,,
4,18,580,16,74,Grass_03,55.25,2,Grass_03,55.25,Dirt_01,44.75,,,,,,,,,,
4,18,580,17,74,Grass_03,61.85,2,Grass_03,61.85,Dirt_01,38.1,,,,,,,,,,
4,18,580,18,74,Grass_03,63.76,3,Grass_03,63.76,Dirt_01,35.35,ForestClearing_Coniferous_01,0.86,,,,,,,,
4,18,580,19,74,Grass_03,63.6,4,Grass_03,63.6,Dirt_01,32.14,ForestClearing_Coniferous_01,2.68,Rock_01,1.59,,,,,,
4,18,580,16,75,Grass_03,53.51,4,Grass_03,53.51,Dirt_01,42.74,ForestConiferous_02,1.91,Rock_01,1.83,,,,,,
4,18,580,17,75,Grass_03,52.4,4,Grass_03,52.4,Dirt_01,29.67,Rock_01,12.53,ForestClearing_Coniferous_01,5.41,,,,,,
4,18,580,18,75,Rock_01,47.04,4,Rock_01,47.04,Grass_03,26.31,Dirt_01,24.51,Rock_02,2.01,,,,,,
4,18,580,19,75,Rock_01,74.54,4,Rock_01,74.54,Dirt_01,13.49,Grass_03,10.36,Rock_02,1.43,,,,,,
5,18,581,20,72,Grass_03,51.52,4,Grass_03,51.52,Dirt_01,28.54,Grass_02,15.22,ForestConiferous_01_Base,4.69,,,,,,
5,18,581,21,72,Grass_03,55.1,4,Grass_03,55.1,Dirt_01,35.41,Grass_02,4.9,Concrete_01,4.59,,,,,,
5,18,581,22,72,Grass_03,58.01,4,Grass_03,58.01,Dirt_01,38.98,Grass_02,1.92,Rock_01,1.09,,,,,,
5,18,581,23,72,Grass_03,38.55,4,Grass_03,38.55,Rock_01,29.57,Dirt_01,25.98,Grass_02,5.9,,,,,,
5,18,581,20,73,Grass_03,53.41,3,Grass_03,53.41,Dirt_01,30.06,ForestClearing_Coniferous_01,16.51,,,,,,,,
5,18,581,21,73,Grass_03,54.4,4,Grass_03,54.4,Dirt_01,31.05,Grass_02,10.82,ForestClearing_Coniferous_01,3.72,,,,,,
5,18,581,22,73,Grass_03,59.13,4,Grass_03,59.13,Dirt_01,33.07,ForestClearing_Coniferous_01,4.3,Grass_02,3.51,,,,,,
5,18,581,23,73,Grass_03,48.77,5,Grass_03,48.77,Dirt_01,30.61,Rock_01,14.83,Grass_02,4.88,ForestClearing_Coniferous_01,0.91,,,,
5,18,581,20,74,Grass_03,52.67,4,Grass_03,52.67,Dirt_01,27.48,Grass_02,14.89,Rock_01,4.96,,,,,,
5,18,581,21,74,Grass_03,61.28,5,Grass_03,61.28,Dirt_01,30.29,Rock_01,4.31,ForestConiferous_01_Base,2.26,ForestClearing_Coniferous_01,1.85,,,,
5,18,581,22,74,Grass_03,56.14,5,Grass_03,56.14,Dirt_01,30.32,ForestClearing_Coniferous_01,6.73,ForestConiferous_01_Base,6.26,Grass_02,0.54,,,,
5,18,581,23,74,Grass_03,41.94,4,Grass_03,41.94,Dirt_01,28.84,Rock_01,15.32,Grass_02,13.53,,,,,,
5,18,581,20,75,Grass_03,45.22,3,Grass_03,45.22,Rock_01,28.81,Dirt_01,25.96,,,,,,,,
5,18,581,21,75,Grass_03,56.52,5,Grass_03,56.52,Dirt_01,31.0,ForestClearing_Coniferous_01,7.72,ForestConiferous_01_Base,4.0,Grass_02,0.77,,,,
5,18,581,22,75,Grass_03,43.04,5,Grass_03,43.04,Dirt_01,24.66,Grass_02,17.64,ForestClearing_Coniferous_01,8.36,ForestConiferous_01_Base,6.3,,,,
5,18,581,23,75,Grass_03,35.79,5,Grass_03,35.79,Grass_02,31.18,Dirt_01,21.76,Rock_01,7.35,ForestConiferous_01_Base,3.92,,,,
6,18,582,24,72,Grass_03,34.69,5,Grass_03,34.69,Dirt_01,32.52,Rock_01,19.86,Grass_02,12.05,ForestClearing_Coniferous_01,0.87,,,,
6,18,582,25,72,Grass_02,47.85,5,Grass_02,47.85,Dirt_01,20.83,Grass_03,18.59,Rock_01,8.27,ForestClearing_Coniferous_01,4.46,,,,
6,18,582,26,72,Dirt_01,36.35,4,Dirt_01,36.35,Grass_03,32.92,Rock_01,29.41,Grass_02,0.91,,,,,,
6,18,582,27,72,Rock_01,52.24,4,Rock_01,52.24,Dirt_01,21.92,Grass_03,15.1,Debris_Rock_01,10.58,,,,,,
6,18,582,24,73,Rock_01,37.81,5,Rock_01,37.81,Grass_03,31.35,Dirt_01,28.73,Grass_02,1.54,ForestClearing_Coniferous_01,0.58,,,,
6,18,582,25,73,Rock_01,36.74,5,Rock_01,36.74,Dirt_01,31.86,Grass_03,27.12,ForestClearing_Coniferous_01,2.68,Grass_02,1.6,,,,
6,18,582,26,73,Dirt_01,42.65,4,Dirt_01,42.65,Grass_03,35.03,Rock_01,21.24,ForestClearing_Coniferous_01,0.67,,,,,,
6,18,582,27,73,Rock_01,36.04,5,Rock_01,36.04,Dirt_01,32.47,Grass_03,27.18,Debris_Rock_01,2.59,ForestConiferous_01_Base,1.72,,,,
6,18,582,24,74,Rock_01,52.56,3,Rock_01,52.56,Dirt_01,25.14,Grass_03,22.29,,,,,,,,
6,18,582,25,74,Dirt_01,47.7,3,Dirt_01,47.7,Grass_03,43.99,Rock_01,8.32,,,,,,,,
6,18,582,26,74,Rock_01,35.36,4,Rock_01,35.36,Grass_03,31.87,Dirt_01,29.86,ForestClearing_Coniferous_01,2.91,,,,,,
6,18,582,27,74,Dirt_01,40.75,3,Dirt_01,40.75,Grass_03,40.23,Rock_01,19.02,,,,,,,,
6,18,582,24,75,Rock_01,50.23,4,Rock_01,50.23,Grass_03,24.46,Dirt_01,24.04,Grass_02,1.27,,,,,,
6,18,582,25,75,Dirt_01,42.32,3,Dirt_01,42.32,Grass_03,42.19,Rock_01,15.22,,,,,,,,
6,18,582,26,75,Grass_03,50.55,4,Grass_03,50.55,Dirt_01,38.41,Rock_01,7.14,ForestClearing_Coniferous_01,3.61,,,,,,
6,18,582,27,75,Grass_03,51.7,4,Grass_03,51.7,Dirt_01,43.42,Grass_02,3.99,Rock_01,0.89,,,,,,
7,18,583,28,72,Rock_01,53.92,5,Rock_01,53.92,Dirt_01,22.62,Grass_03,14.86,Debris_Rock_01,6.81,ForestClearing_Coniferous_01,1.79,,,,
7,18,583,29,72,Rock_01,43.78,5,Rock_01,43.78,Dirt_01,27.8,Debris_Rock_01,12.28,Grass_03,11.12,ForestClearing_Coniferous_01,5.03,,,,
7,18,583,30,72,Grass_03,30.53,6,Grass_03,30.53,ForestClearing_Coniferous_01,23.11,Rock_01,21.15,Dirt_01,18.69,Debris_Rock_01,5.32,Rock_02,1.2,,
7,18,583,31,72,Grass_03,57.36,3,Grass_03,57.36,Dirt_01,30.81,ForestClearing_Coniferous_01,11.37,,,,,,,,
7,18,583,28,73,Rock_01,45.29,4,Rock_01,45.29,Dirt_01,28.66,Grass_03,23.26,ForestConiferous_01_Base,2.52,,,,,,
7,18,583,29,73,Grass_03,38.1,5,Grass_03,38.1,Dirt_01,35.94,Rock_01,17.87,ForestClearing_Coniferous_01,7.48,ForestDeciduous_02,0.61,,,,
7,18,583,30,73,Grass_03,49.81,4,Grass_03,49.81,Dirt_01,34.73,ForestClearing_Coniferous_01,14.02,Debris_Rock_01,0.95,,,,,,
7,18,583,31,73,Dirt_01,61.31,3,Dirt_01,61.31,Grass_03,34.91,Rock_01,3.75,,,,,,,,
7,18,583,28,74,Rock_01,37.81,3,Rock_01,37.81,Dirt_01,33.4,Grass_03,28.8,,,,,,,,
7,18,583,29,74,Rock_01,57.79,4,Rock_01,57.79,Dirt_01,29.96,Grass_03,11.7,ForestClearing_Coniferous_01,0.55,,,,,,
7,18,583,30,74,Grass_03,55.28,4,Grass_03,55.28,Dirt_01,31.22,ForestClearing_Coniferous_01,11.49,Rock_01,2.01,,,,,,
7,18,583,31,74,Dirt_01,53.53,4,Dirt_01,53.53,Grass_03,33.95,Rock_01,11.81,ForestClearing_Coniferous_01,0.71,,,,,,
7,18,583,28,75,Dirt_01,33.53,4,Dirt_01,33.53,Rock_01,31.8,Grass_03,27.08,Grass_02,7.59,,,,,,
7,18,583,29,75,Rock_01,57.69,4,Rock_01,57.69,Dirt_01,27.16,Grass_03,13.34,ForestClearing_Coniferous_01,1.82,,,,,,
7,18,583,30,75,Dirt_01,38.45,4,Dirt_01,38.45,Grass_03,35.02,Rock_01,14.29,ForestClearing_Coniferous_01,12.18,,,,,,
7,18,583,31,75,Grass_03,67.48,3,Grass_03,67.48,Dirt_01,31.78,Rock_01,0.7,,,,,,,,
8,18,584,32,72,Dirt_01,98.03,2,Dirt_01,98.03,Grass_03,1.72,,,,,,,,,,
8,18,584,33,72,Rock_01,51.03,2,Rock_01,51.03,Dirt_01,48.52,,,,,,,,,,
8,18,584,34,72,Rock_01,57.98,3,Rock_01,57.98,Dirt_01,22.32,Grass_03,19.7,,,,,,,,
8,18,584,35,72,Grass_03,53.19,2,Grass_03,53.19,Dirt_01,46.81,,,,,,,,,,
8,18,584,32,73,Dirt_01,50.23,3,Dirt_01,50.23,Rock_01,44.86,Grass_03,4.91,,,,,,,,
8,18,584,33,73,Rock_01,60.75,3,Rock_01,60.75,Dirt_01,27.12,Grass_03,12.12,,,,,,,,
8,18,584,34,73,Dirt_01,36.0,3,Dirt_01,36.0,Rock_01,32.82,Grass_03,31.17,,,,,,,,
8,18,584,35,73,Grass_03,54.02,2,Grass_03,54.02,Dirt_01,45.89,,,,,,,,,,
8,18,584,32,74,Rock_01,77.52,4,Rock_01,77.52,Dirt_01,16.67,Grass_03,3.3,Grass_03_default,2.51,,,,,,
8,18,584,33,74,Dirt_01,41.44,3,Dirt_01,41.44,Grass_03,38.91,Rock_01,19.66,,,,,,,,
8,18,584,34,74,Grass_03,48.21,3,Grass_03,48.21,Dirt_01,46.32,Rock_01,5.46,,,,,,,,
8,18,584,35,74,Grass_03,51.78,2,Grass_03,51.78,Dirt_01,48.22,,,,,,,,,,
8,18,584,32,75,Grass_03,41.11,4,Grass_03,41.11,Dirt_01,29.56,Rock_01,28.61,Debris_Rock_01,0.72,,,,,,
8,18,584,33,75,Rock_01,67.76,3,Rock_01,67.76,Dirt_01,19.19,Grass_03,13.05,,,,,,,,
8,18,584,34,75,Grass_03,50.96,3,Grass_03,50.96,Dirt_01,46.81,Rock_01,2.23,,,,,,,,
8,18,584,35,75,Grass_03,53.89,2,Grass_03,53.89,Dirt_01,46.11,,,,,,,,,,
