================================================================================
MONITEUR MÉMOIRE REFORGER WORKBENCH - 2026-06-09 13:02:04
================================================================================
Intervalle: 1.0s
GPU détecté: AMD Radeon 780M Graphics
================================================================================

[13:02:04] +   0.0s | RAM: 11.24/27.65 GB ( 40.7%) | VRAM: N/A
[13:12:06] + 601.8s | RAM: 14.05/27.65 GB ( 50.8%) | VRAM: N/A
[13:12:07] + 602.9s | RAM: 14.09/27.65 GB ( 51.0%) | VRAM: N/A
[13:12:08] + 603.9s | RAM: 14.18/27.65 GB ( 51.3%) | VRAM: N/A
[13:12:09] + 605.0s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:12:10] + 606.0s | RAM: 13.87/27.65 GB ( 50.2%) | VRAM: N/A
[13:12:11] + 607.0s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:12] + 608.0s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:13] + 609.0s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:14] + 610.0s | RAM: 14.03/27.65 GB ( 50.8%) | VRAM: N/A
[13:12:16] + 611.0s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:17] + 612.0s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:18] + 613.1s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:19] + 614.1s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:20] + 615.1s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:21] + 616.1s | RAM: 13.88/27.65 GB ( 50.2%) | VRAM: N/A
[13:12:22] + 617.2s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:23] + 618.2s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:24] + 619.2s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:25] + 620.2s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:26] + 621.2s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:27] + 622.3s | RAM: 13.87/27.65 GB ( 50.2%) | VRAM: N/A
[13:12:28] + 623.3s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:29] + 624.3s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:30] + 625.3s | RAM: 13.85/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:31] + 626.3s | RAM: 13.85/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:32] + 627.3s | RAM: 13.85/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:33] + 628.3s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:34] + 629.4s | RAM: 14.02/27.65 GB ( 50.7%) | VRAM: N/A
[13:12:35] + 630.4s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:36] + 631.4s | RAM: 13.85/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:37] + 632.4s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:12:38] + 633.5s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:12:39] + 634.5s | RAM: 14.12/27.65 GB ( 51.1%) | VRAM: N/A
[13:12:40] + 635.5s | RAM: 14.09/27.65 GB ( 51.0%) | VRAM: N/A
[13:12:41] + 636.5s | RAM: 14.05/27.65 GB ( 50.8%) | VRAM: N/A
[13:12:42] + 637.6s | RAM: 14.04/27.65 GB ( 50.8%) | VRAM: N/A
[13:12:43] + 638.6s | RAM: 14.04/27.65 GB ( 50.8%) | VRAM: N/A
[13:12:44] + 639.6s | RAM: 14.04/27.65 GB ( 50.8%) | VRAM: N/A
[13:12:45] + 640.6s | RAM: 14.04/27.65 GB ( 50.8%) | VRAM: N/A
[13:12:46] + 641.7s | RAM: 14.06/27.65 GB ( 50.9%) | VRAM: N/A
[13:12:47] + 642.7s | RAM: 15.07/27.65 GB ( 54.5%) | VRAM: N/A
[13:12:48] + 643.7s | RAM: 16.58/27.65 GB ( 60.0%) | VRAM: N/A
[13:12:49] + 644.7s | RAM: 17.64/27.65 GB ( 63.8%) | VRAM: N/A
[13:12:51] + 646.5s | RAM: 17.63/27.65 GB ( 63.8%) | VRAM: N/A
[13:12:53] + 648.4s | RAM: 19.14/27.65 GB ( 69.2%) | VRAM: N/A
[13:12:54] + 649.4s | RAM: 20.50/27.65 GB ( 74.2%) | VRAM: N/A
[13:12:55] + 650.4s | RAM: 22.14/27.65 GB ( 80.1%) | VRAM: N/A
[13:12:56] + 651.4s | RAM: 22.63/27.65 GB ( 81.9%) | VRAM: N/A
[13:12:57] + 652.4s | RAM: 14.37/27.65 GB ( 52.0%) | VRAM: N/A
[13:12:58] + 653.5s | RAM: 14.09/27.65 GB ( 51.0%) | VRAM: N/A
[13:12:59] + 654.5s | RAM: 14.10/27.65 GB ( 51.0%) | VRAM: N/A
[13:13:00] + 655.5s | RAM: 14.08/27.65 GB ( 50.9%) | VRAM: N/A
[13:13:01] + 656.5s | RAM: 13.96/27.65 GB ( 50.5%) | VRAM: N/A
[13:13:02] + 657.6s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:13:03] + 658.6s | RAM: 13.97/27.65 GB ( 50.5%) | VRAM: N/A
[13:13:04] + 659.6s | RAM: 13.98/27.65 GB ( 50.6%) | VRAM: N/A
[13:13:05] + 660.6s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:13:06] + 661.6s | RAM: 14.79/27.65 GB ( 53.5%) | VRAM: N/A
[13:13:07] + 662.7s | RAM: 15.08/27.65 GB ( 54.6%) | VRAM: N/A
[13:13:08] + 663.7s | RAM: 15.12/27.65 GB ( 54.7%) | VRAM: N/A
[13:13:09] + 664.7s | RAM: 14.98/27.65 GB ( 54.2%) | VRAM: N/A
[13:13:10] + 665.7s | RAM: 14.73/27.65 GB ( 53.3%) | VRAM: N/A
[13:13:11] + 666.8s | RAM: 14.72/27.65 GB ( 53.2%) | VRAM: N/A
[13:13:12] + 667.8s | RAM: 14.66/27.65 GB ( 53.0%) | VRAM: N/A
[13:13:13] + 668.8s | RAM: 14.58/27.65 GB ( 52.7%) | VRAM: N/A
[13:13:14] + 669.8s | RAM: 14.51/27.65 GB ( 52.5%) | VRAM: N/A
[13:13:15] + 670.8s | RAM: 14.52/27.65 GB ( 52.5%) | VRAM: N/A
[13:13:16] + 671.9s | RAM: 14.47/27.65 GB ( 52.3%) | VRAM: N/A
[13:13:17] + 672.9s | RAM: 14.41/27.65 GB ( 52.1%) | VRAM: N/A
[13:13:18] + 673.9s | RAM: 14.40/27.65 GB ( 52.1%) | VRAM: N/A
[13:13:19] + 674.9s | RAM: 14.56/27.65 GB ( 52.7%) | VRAM: N/A
[13:13:20] + 675.9s | RAM: 14.35/27.65 GB ( 51.9%) | VRAM: N/A
[13:13:21] + 676.9s | RAM: 14.31/27.65 GB ( 51.8%) | VRAM: N/A
[13:13:22] + 678.0s | RAM: 14.28/27.65 GB ( 51.7%) | VRAM: N/A
[13:13:23] + 679.0s | RAM: 14.29/27.65 GB ( 51.7%) | VRAM: N/A
[13:13:24] + 680.0s | RAM: 14.26/27.65 GB ( 51.6%) | VRAM: N/A
[13:13:25] + 681.0s | RAM: 14.27/27.65 GB ( 51.6%) | VRAM: N/A
[13:13:26] + 682.0s | RAM: 14.21/27.65 GB ( 51.4%) | VRAM: N/A
[13:13:28] + 683.1s | RAM: 14.20/27.65 GB ( 51.4%) | VRAM: N/A
[13:13:29] + 684.1s | RAM: 14.18/27.65 GB ( 51.3%) | VRAM: N/A
[13:13:30] + 685.1s | RAM: 14.16/27.65 GB ( 51.2%) | VRAM: N/A
[13:13:31] + 686.1s | RAM: 14.13/27.65 GB ( 51.1%) | VRAM: N/A
[13:13:32] + 687.2s | RAM: 14.16/27.65 GB ( 51.2%) | VRAM: N/A
[13:13:33] + 688.2s | RAM: 14.11/27.65 GB ( 51.1%) | VRAM: N/A
[13:13:34] + 689.2s | RAM: 14.11/27.65 GB ( 51.0%) | VRAM: N/A
[13:13:35] + 690.2s | RAM: 14.09/27.65 GB ( 50.9%) | VRAM: N/A
[13:13:36] + 691.2s | RAM: 14.09/27.65 GB ( 50.9%) | VRAM: N/A
[13:13:37] + 692.2s | RAM: 14.05/27.65 GB ( 50.8%) | VRAM: N/A
[13:13:38] + 693.3s | RAM: 14.07/27.65 GB ( 50.9%) | VRAM: N/A
[13:13:39] + 694.3s | RAM: 14.41/27.65 GB ( 52.1%) | VRAM: N/A
[13:13:40] + 695.3s | RAM: 14.20/27.65 GB ( 51.4%) | VRAM: N/A
[13:13:41] + 696.3s | RAM: 14.19/27.65 GB ( 51.3%) | VRAM: N/A
[13:13:42] + 697.4s | RAM: 14.17/27.65 GB ( 51.3%) | VRAM: N/A
[13:13:43] + 698.4s | RAM: 14.15/27.65 GB ( 51.2%) | VRAM: N/A
[13:13:44] + 699.4s | RAM: 14.20/27.65 GB ( 51.4%) | VRAM: N/A
[13:13:45] + 700.4s | RAM: 14.35/27.65 GB ( 51.9%) | VRAM: N/A
[13:13:46] + 701.5s | RAM: 14.15/27.65 GB ( 51.2%) | VRAM: N/A
[13:13:47] + 702.5s | RAM: 14.14/27.65 GB ( 51.2%) | VRAM: N/A
[13:13:48] + 703.5s | RAM: 14.13/27.65 GB ( 51.1%) | VRAM: N/A
[13:13:49] + 704.5s | RAM: 14.12/27.65 GB ( 51.1%) | VRAM: N/A
[13:13:50] + 705.5s | RAM: 14.10/27.65 GB ( 51.0%) | VRAM: N/A
[13:13:51] + 706.5s | RAM: 14.12/27.65 GB ( 51.1%) | VRAM: N/A
[13:13:52] + 707.6s | RAM: 14.09/27.65 GB ( 51.0%) | VRAM: N/A
[13:13:53] + 708.6s | RAM: 14.08/27.65 GB ( 50.9%) | VRAM: N/A
[13:13:54] + 709.6s | RAM: 14.07/27.65 GB ( 50.9%) | VRAM: N/A
[13:13:55] + 710.6s | RAM: 14.07/27.65 GB ( 50.9%) | VRAM: N/A
[13:13:56] + 711.7s | RAM: 14.02/27.65 GB ( 50.7%) | VRAM: N/A
[13:13:57] + 712.7s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:13:58] + 713.7s | RAM: 13.95/27.65 GB ( 50.5%) | VRAM: N/A
[13:13:59] + 714.7s | RAM: 13.90/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:00] + 715.8s | RAM: 13.90/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:01] + 716.8s | RAM: 13.90/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:02] + 717.8s | RAM: 13.89/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:03] + 718.8s | RAM: 13.92/27.65 GB ( 50.4%) | VRAM: N/A
[13:14:04] + 719.9s | RAM: 13.89/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:05] + 720.9s | RAM: 13.90/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:06] + 721.9s | RAM: 13.90/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:07] + 722.9s | RAM: 13.90/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:08] + 724.0s | RAM: 13.87/27.65 GB ( 50.2%) | VRAM: N/A
[13:14:09] + 725.0s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:14:10] + 726.0s | RAM: 13.93/27.65 GB ( 50.4%) | VRAM: N/A
[13:14:11] + 727.0s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:12] + 728.0s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:14] + 729.0s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:15] + 730.1s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:16] + 731.1s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:17] + 732.1s | RAM: 13.79/27.65 GB ( 49.9%) | VRAM: N/A
[13:14:18] + 733.1s | RAM: 13.75/27.65 GB ( 49.8%) | VRAM: N/A
[13:14:19] + 734.1s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:20] + 735.1s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:21] + 736.2s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:22] + 737.2s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:23] + 738.2s | RAM: 13.78/27.65 GB ( 49.8%) | VRAM: N/A
[13:14:24] + 739.2s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:25] + 740.3s | RAM: 13.74/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:26] + 741.3s | RAM: 13.74/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:27] + 742.3s | RAM: 13.74/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:28] + 743.3s | RAM: 13.74/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:29] + 744.3s | RAM: 13.75/27.65 GB ( 49.8%) | VRAM: N/A
[13:14:30] + 745.4s | RAM: 13.74/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:31] + 746.4s | RAM: 13.74/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:32] + 747.4s | RAM: 13.74/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:33] + 748.4s | RAM: 13.74/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:34] + 749.4s | RAM: 13.74/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:35] + 750.4s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:14:36] + 751.5s | RAM: 13.92/27.65 GB ( 50.4%) | VRAM: N/A
[13:14:37] + 752.5s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:14:38] + 753.5s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:14:39] + 754.5s | RAM: 13.94/27.65 GB ( 50.4%) | VRAM: N/A
[13:14:40] + 755.5s | RAM: 13.92/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:41] + 756.6s | RAM: 13.91/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:42] + 757.6s | RAM: 13.96/27.65 GB ( 50.5%) | VRAM: N/A
[13:14:43] + 758.6s | RAM: 13.92/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:44] + 759.6s | RAM: 13.91/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:45] + 760.6s | RAM: 13.91/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:46] + 761.6s | RAM: 13.91/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:47] + 762.6s | RAM: 13.91/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:48] + 763.7s | RAM: 13.92/27.65 GB ( 50.4%) | VRAM: N/A
[13:14:49] + 764.7s | RAM: 13.90/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:50] + 765.7s | RAM: 13.90/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:51] + 766.7s | RAM: 13.90/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:52] + 767.7s | RAM: 13.90/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:53] + 768.8s | RAM: 13.90/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:54] + 769.8s | RAM: 13.92/27.65 GB ( 50.4%) | VRAM: N/A
[13:14:55] + 770.8s | RAM: 14.08/27.65 GB ( 50.9%) | VRAM: N/A
[13:14:56] + 771.8s | RAM: 13.90/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:57] + 772.8s | RAM: 13.90/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:58] + 773.8s | RAM: 13.92/27.65 GB ( 50.3%) | VRAM: N/A
[13:14:59] + 774.8s | RAM: 13.92/27.65 GB ( 50.3%) | VRAM: N/A
[13:15:00] + 775.9s | RAM: 13.94/27.65 GB ( 50.4%) | VRAM: N/A
[13:15:01] + 776.9s | RAM: 14.11/27.65 GB ( 51.0%) | VRAM: N/A
[13:15:02] + 777.9s | RAM: 13.94/27.65 GB ( 50.4%) | VRAM: N/A
[13:15:03] + 778.9s | RAM: 13.94/27.65 GB ( 50.4%) | VRAM: N/A
[13:15:04] + 779.9s | RAM: 13.94/27.65 GB ( 50.4%) | VRAM: N/A
[13:15:05] + 781.0s | RAM: 13.95/27.65 GB ( 50.5%) | VRAM: N/A
[13:15:06] + 782.0s | RAM: 13.95/27.65 GB ( 50.5%) | VRAM: N/A
[13:15:07] + 783.0s | RAM: 13.97/27.65 GB ( 50.5%) | VRAM: N/A
[13:15:08] + 784.0s | RAM: 13.92/27.65 GB ( 50.3%) | VRAM: N/A
[13:15:10] + 785.0s | RAM: 13.78/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:11] + 786.1s | RAM: 13.78/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:12] + 787.1s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:13] + 788.1s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:14] + 789.1s | RAM: 13.79/27.65 GB ( 49.9%) | VRAM: N/A
[13:15:15] + 790.1s | RAM: 13.78/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:16] + 791.1s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:17] + 792.1s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:18] + 793.2s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:19] + 794.2s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:20] + 795.2s | RAM: 13.78/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:21] + 796.2s | RAM: 13.95/27.65 GB ( 50.4%) | VRAM: N/A
[13:15:22] + 797.3s | RAM: 13.78/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:23] + 798.3s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:24] + 799.3s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:25] + 800.3s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:26] + 801.3s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:27] + 802.3s | RAM: 13.93/27.65 GB ( 50.4%) | VRAM: N/A
[13:15:28] + 803.3s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:29] + 804.4s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:30] + 805.4s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:31] + 806.4s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:32] + 807.4s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:33] + 808.4s | RAM: 13.78/27.65 GB ( 49.9%) | VRAM: N/A
[13:15:34] + 809.5s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:35] + 810.5s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:36] + 811.5s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:37] + 812.5s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:15:38] + 813.6s | RAM: 13.82/27.65 GB ( 50.0%) | VRAM: N/A
[13:15:39] + 814.6s | RAM: 14.03/27.65 GB ( 50.7%) | VRAM: N/A
[13:15:40] + 815.6s | RAM: 14.03/27.65 GB ( 50.7%) | VRAM: N/A
[13:15:41] + 816.6s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:15:42] + 817.7s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:15:43] + 818.7s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:15:44] + 819.7s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:15:45] + 820.7s | RAM: 14.02/27.65 GB ( 50.7%) | VRAM: N/A
[13:15:46] + 821.7s | RAM: 14.17/27.65 GB ( 51.3%) | VRAM: N/A
[13:15:47] + 822.7s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:15:48] + 823.7s | RAM: 13.99/27.65 GB ( 50.6%) | VRAM: N/A
[13:15:49] + 824.8s | RAM: 13.99/27.65 GB ( 50.6%) | VRAM: N/A
[13:15:50] + 825.8s | RAM: 13.98/27.65 GB ( 50.6%) | VRAM: N/A
[13:15:51] + 826.8s | RAM: 13.99/27.65 GB ( 50.6%) | VRAM: N/A
[13:15:52] + 827.8s | RAM: 14.17/27.65 GB ( 51.2%) | VRAM: N/A
[13:15:53] + 828.8s | RAM: 13.99/27.65 GB ( 50.6%) | VRAM: N/A
[13:15:54] + 829.9s | RAM: 13.99/27.65 GB ( 50.6%) | VRAM: N/A
[13:15:55] + 830.9s | RAM: 13.99/27.65 GB ( 50.6%) | VRAM: N/A
[13:15:56] + 831.9s | RAM: 13.99/27.65 GB ( 50.6%) | VRAM: N/A
[13:15:57] + 832.9s | RAM: 13.98/27.65 GB ( 50.6%) | VRAM: N/A
[13:15:58] + 833.9s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:15:59] + 834.9s | RAM: 13.99/27.65 GB ( 50.6%) | VRAM: N/A
[13:16:00] + 836.0s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:16:01] + 837.0s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:16:02] + 838.0s | RAM: 13.99/27.65 GB ( 50.6%) | VRAM: N/A
[13:16:03] + 839.0s | RAM: 13.95/27.65 GB ( 50.5%) | VRAM: N/A
[13:16:04] + 840.0s | RAM: 13.51/27.65 GB ( 48.9%) | VRAM: N/A
[13:16:05] + 841.0s | RAM: 13.38/27.65 GB ( 48.4%) | VRAM: N/A
[13:16:07] + 842.1s | RAM: 13.37/27.65 GB ( 48.4%) | VRAM: N/A
[13:16:08] + 843.1s | RAM: 13.37/27.65 GB ( 48.4%) | VRAM: N/A
[13:16:09] + 844.1s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:16:10] + 845.2s | RAM: 13.29/27.65 GB ( 48.1%) | VRAM: N/A
[13:16:11] + 846.2s | RAM: 13.16/27.65 GB ( 47.6%) | VRAM: N/A
[13:16:12] + 847.2s | RAM: 13.32/27.65 GB ( 48.2%) | VRAM: N/A
[13:16:13] + 848.2s | RAM: 13.15/27.65 GB ( 47.6%) | VRAM: N/A
[13:16:14] + 849.2s | RAM: 13.15/27.65 GB ( 47.6%) | VRAM: N/A
[13:16:15] + 850.3s | RAM: 13.15/27.65 GB ( 47.6%) | VRAM: N/A
[13:16:16] + 851.3s | RAM: 13.18/27.65 GB ( 47.7%) | VRAM: N/A
[13:16:17] + 852.3s | RAM: 13.18/27.65 GB ( 47.7%) | VRAM: N/A
[13:16:18] + 853.3s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:16:19] + 854.4s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:16:20] + 855.4s | RAM: 13.18/27.65 GB ( 47.7%) | VRAM: N/A
[13:16:21] + 856.4s | RAM: 13.18/27.65 GB ( 47.7%) | VRAM: N/A
[13:16:22] + 857.4s | RAM: 13.18/27.65 GB ( 47.7%) | VRAM: N/A
[13:16:23] + 858.4s | RAM: 13.18/27.65 GB ( 47.7%) | VRAM: N/A
[13:16:24] + 859.4s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:16:25] + 860.4s | RAM: 13.18/27.65 GB ( 47.7%) | VRAM: N/A
[13:16:26] + 861.4s | RAM: 13.18/27.65 GB ( 47.7%) | VRAM: N/A
[13:16:27] + 862.5s | RAM: 13.18/27.65 GB ( 47.7%) | VRAM: N/A
[13:16:28] + 863.5s | RAM: 13.17/27.65 GB ( 47.7%) | VRAM: N/A
[13:16:29] + 864.5s | RAM: 13.17/27.65 GB ( 47.6%) | VRAM: N/A
[13:16:30] + 865.5s | RAM: 13.20/27.65 GB ( 47.7%) | VRAM: N/A
[13:16:31] + 866.6s | RAM: 13.17/27.65 GB ( 47.7%) | VRAM: N/A
[13:16:32] + 867.6s | RAM: 13.18/27.65 GB ( 47.7%) | VRAM: N/A
[13:16:33] + 868.6s | RAM: 13.18/27.65 GB ( 47.7%) | VRAM: N/A
[13:16:34] + 869.6s | RAM: 13.18/27.65 GB ( 47.7%) | VRAM: N/A
[13:16:35] + 870.6s | RAM: 13.17/27.65 GB ( 47.7%) | VRAM: N/A
[13:16:36] + 871.6s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:16:37] + 872.7s | RAM: 13.34/27.65 GB ( 48.3%) | VRAM: N/A
[13:16:38] + 873.7s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:16:39] + 874.7s | RAM: 13.34/27.65 GB ( 48.3%) | VRAM: N/A
[13:16:40] + 875.7s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:16:41] + 876.8s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:16:42] + 877.8s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:16:43] + 878.8s | RAM: 13.53/27.65 GB ( 48.9%) | VRAM: N/A
[13:16:44] + 879.8s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:16:45] + 880.8s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:16:46] + 881.9s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:16:47] + 882.9s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:16:48] + 883.9s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:16:49] + 884.9s | RAM: 13.36/27.65 GB ( 48.3%) | VRAM: N/A
[13:16:50] + 885.9s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:16:51] + 887.0s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:16:52] + 888.0s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:16:53] + 889.0s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:16:54] + 890.0s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:16:56] + 891.1s | RAM: 13.37/27.65 GB ( 48.4%) | VRAM: N/A
[13:16:57] + 892.1s | RAM: 13.36/27.65 GB ( 48.3%) | VRAM: N/A
[13:16:58] + 893.1s | RAM: 13.36/27.65 GB ( 48.3%) | VRAM: N/A
[13:16:59] + 894.1s | RAM: 13.36/27.65 GB ( 48.3%) | VRAM: N/A
[13:17:00] + 895.1s | RAM: 13.36/27.65 GB ( 48.3%) | VRAM: N/A
[13:17:01] + 896.1s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:17:02] + 897.1s | RAM: 13.43/27.65 GB ( 48.6%) | VRAM: N/A
[13:17:03] + 898.2s | RAM: 13.57/27.65 GB ( 49.1%) | VRAM: N/A
[13:17:04] + 899.2s | RAM: 13.39/27.65 GB ( 48.4%) | VRAM: N/A
[13:17:05] + 900.2s | RAM: 13.39/27.65 GB ( 48.4%) | VRAM: N/A
[13:17:06] + 901.2s | RAM: 13.39/27.65 GB ( 48.4%) | VRAM: N/A
[13:17:07] + 902.2s | RAM: 13.39/27.65 GB ( 48.4%) | VRAM: N/A
